abandonment	abandon|||verb|||—abandonment
meekly	meek|||adjective|||—meekly,—meekness
meekness	meek|||adjective|||—meekly,—meekness
megalithic	megalith|||noun|||—megalithic
mellowness	mellow|||adjective|||—mellowness
melodiously	melodious|||adjective|||—melodiously
melodramatically	melodramatic|||adjective|||—melodramatically
meltingly	melting|||adjective|||—meltingly
membranous	membrane|||noun|||—membranous
memorably	memorable|||adjective|||—memorably
memory-hogging	memory hog|||noun|||—memory-hogging
menacingly	menacing|||adjective|||—menacingly
mendaciously	mendacious|||adjective|||—mendaciously
menopausal	menopause|||noun|||—menopausal
menstruation	menstruate|||verb|||—menstruation
-mental	-ment|||suffix|||—-mental
mentally	mental|||adjective|||—mentally
Mephistophelean	Mephistopheles|||adjective|||—Mephistophelean
merchant banker	merchant bank|||noun|||—merchant banker
mercilessly	merciless|||adjective|||—mercilessly
meretriciousness	meretricious|||adjective|||—meretriciousness
meritocratic	meritocracy|||noun|||—meritocratic
merriness	merry|||adjective|||—merriness
mesmerizing	mesmerize|||verb|||—mesmerizing
messily	messy|||adjective|||—messily,—messiness
messiness	messy|||adjective|||—messily,—messiness
metallurgical	metallurgy|||noun|||—metallurgist,—metallurgical
metallurgist	metallurgy|||noun|||—metallurgist,—metallurgical
metalworker	metalwork|||noun|||—metalworker
metaphorically	metaphorical|||adjective|||—metaphorically
meteorically	meteoric|||adjective|||—meteorically
meteorological	meteorology|||noun|||—meteorologist,—meteorological
meteorologist	meteorology|||noun|||—meteorologist,—meteorological
methodically	methodical|||adjective|||—methodically
methodological	methodology|||noun|||—methodological,—methodologically
methodologically	methodology|||noun|||—methodological,—methodologically
meticulously	meticulous|||adjective|||—meticulously
microbiological	microbiology|||noun|||—microbiologist,—microbiological
microbiologist	microbiology|||noun|||—microbiologist,—microbiological
microcosmic	microcosm|||noun|||—microcosmic
microeconomic	microeconomics|||noun|||—microeconomic
microelectronic	microelectronics|||noun|||—microelectronic
microengineer	microengineering|||noun|||—microengineer
micromanagement	micromanage|||verb|||—micromanagement
Micronesian	Micronesia|||noun|||—Micronesian
microscopically	microscopic|||adjective|||—microscopically
microwaveable	microwave|||verb|||—microwaveable
Middle Eastern	Middle East|||noun|||—Middle Eastern
middle manager	middle management|||noun|||—middle manager
Midland	Midlands|||noun|||—Midland,—Midlander
Midlander	Midlands|||noun|||—Midland,—Midlander
Midwestern	Midwest|||noun|||—Midwestern
mildewed	mildew|||noun|||—mildewed
mildness	mild|||adjective|||—mildness
militancy	militant|||adjective|||—militant,—militancy,—militantly
militantly	militant|||adjective|||—militant,—militancy,—militantly
militarily	military|||adjective|||—militarily
militarist	militarism|||noun|||—militarist,—militaristic
militaristic	militarism|||noun|||—militarist,—militaristic
milking	milk|||verb|||—milking
millennial	millennium|||noun|||—millennial
millionth	million|||number|||—millionth,—millionth@@@million|||number|||—millionth,—millionth
mimicry	mimic|||verb|||—mimicry
mindlessly	mindless|||adjective|||—mindlessly
mineralogist	mineralogy|||noun|||—mineralogist
minesweeping	minesweeper|||noun|||—minesweeping
miniaturized	miniaturize|||verb|||—miniaturized
minimalist	minimalism|||noun|||—minimalist,—minimalist@@@minimalism|||noun|||—minimalist,—minimalist
minimally	minimal|||adjective|||—minimally
minutely	minute|||adjective|||—minutely
miraculously	miraculous|||adjective|||—miraculously
mirthful	mirth|||noun|||—mirthful
mirthlessly	mirthless|||adjective|||—mirthlessly
misanthropic	misanthropist|||noun|||—misanthropic,—misanthropy
misanthropy	misanthropist|||noun|||—misanthropic,—misanthropy
misapplication	misapply|||verb|||—misapplication
misappropriation	misappropriate|||verb|||—misappropriation
mischievously	mischievous|||adjective|||—mischievously,—mischievousness
mischievousness	mischievous|||adjective|||—mischievously,—mischievousness
misdirection	misdirect|||verb|||—misdirection
miserably	miserable|||adjective|||—miserably
miserliness	miserly|||adjective|||—miserliness
misguidedly	misguided|||adjective|||—misguidedly
misinterpretation	misinterpret|||verb|||—misinterpretation
misjudgment	misjudge|||verb|||—misjudgment
misleadingly	misleading|||adjective|||—misleadingly
mismanagement	mismanage|||verb|||—mismanagement
mismatched	mismatch|||noun|||—mismatched
misogyny	misogynist|||noun|||—misogynist,—misogyny
mispronunciation	mispronounce|||verb|||—mispronunciation
misquotation	misquote|||verb|||—misquotation
misreading	misread|||verb|||—misreading
misrepresentation	misrepresent|||verb|||—misrepresentation
misspelling	misspell|||verb|||—misspelling
mistakenly	mistaken|||adjective|||—mistakenly
mistreatment	mistreat|||verb|||—mistreatment
mistrustful	mistrust|||verb|||—mistrustful
moaner	moan|||verb|||—moaner
moated	moat|||noun|||—moated
mobilization	mobilize|||verb|||—mobilization
mocker	mock|||verb|||—mocking,—mockingly,—mocker
mocking	mock|||verb|||—mocking,—mockingly,—mocker
mockingly	mock|||verb|||—mocking,—mockingly,—mocker
modality	modal|||adjective|||—modality
modding	mod|||verb|||—modding
modeller	model|||verb|||—modeller
modernist	modernism|||noun|||—modernist
modernization	modernize|||verb|||—modernizer,—modernization
modernizer	modernize|||verb|||—modernizer,—modernization
modestly	modest|||adjective|||—modestly
modishly	modish|||adjective|||—modishly
modulation	modulate|||verb|||—modulation
moistness	moist|||adjective|||—moistness
Moldavan	Moldova|||noun|||—Moldavan
molecular	molecule|||noun|||—molecular
molestation	molest|||verb|||—molester,—molestation
molester	molest|||verb|||—molester,—molestation
molluscan	mollusc|||noun|||—molluscan
monarchic	monarch|||noun|||—monarchic,—monarchical
monasticism	monastic|||adjective|||—monasticism
monetarist	monetarism|||noun|||—monetarist
moneygrabber, moneygrubber	moneygrabbing|||adjective|||—moneygrabber, moneygrubber
moneylending	moneylender|||noun|||—moneylending
money-making	moneymaker|||noun|||—money-making
Mongolian	Mongolia|||noun|||—Mongolian
mongolism	mongol|||noun|||—mongolism
monkish	monk|||noun|||—monkish
monochromatic	monochrome|||adjective|||—monochromatic
monogamous	monogamy|||noun|||—monogamous,—monogamously
monogamously	monogamy|||noun|||—monogamous,—monogamously
monogrammed	monogram|||noun|||—monogrammed
monomaniac	monomania|||noun|||—monomaniac
monopolist	monopolize|||verb|||—monopolist
monotheist	monotheism|||noun|||—monotheist,—monotheistic
monotheistic	monotheism|||noun|||—monotheist,—monotheistic
monotonously	monotonous|||adjective|||—monotonously
monster	monstering|||noun|||—monster@@@monster|||noun|||@@@monster|||adjective|||
monstrously	monstrous|||adjective|||—monstrously
Montserratian	Montserrat|||noun|||—Montserratian
moodily	moody|||adjective|||—moodily,—moodiness
moodiness	moody|||adjective|||—moodily,—moodiness
moonlighter	moonlight|||verb|||—moonlighter,—moonlighting
moonlighting	moonlight|||verb|||—moonlighter,—moonlighting
morbidity	morbid|||adjective|||—morbidly,—morbidity
morbidly	morbid|||adjective|||—morbidly,—morbidity
Mormonism	Mormon|||noun|||—Mormon,—Mormonism
Moroccan	Morocco|||noun|||—Moroccan
moronic	moron|||noun|||—moronic
morosely	morose|||adjective|||—morosely,—moroseness
moroseness	morose|||adjective|||—morosely,—moroseness
morphological	morphology|||noun|||—morphological,—morphologically
morphologically	morphology|||noun|||—morphological,—morphologically
morris dancer	morris dancing|||noun|||—morris dancer
mortification	mortified|||adjective|||—mortification
mortifying	mortify|||verb|||—mortifying
mossy	moss|||noun|||—mossy
motherfucking	motherfucker|||noun|||—motherfucking
motherliness	motherly|||adjective|||—motherliness
motionlessly	motionless|||adjective|||—motionlessly
motivational	motivation|||noun|||—motivational
motiveless	motive|||noun|||—motiveless
motorcycling	motorcycle|||noun|||—motorcycling,—motorcyclist
motorcyclist	motorcycle|||noun|||—motorcycling,—motorcyclist
mountain boarder	mountain board|||noun|||—mountain boarding,—mountain boarder
mountain boarding	mountain board|||noun|||—mountain boarding,—mountain boarder
mournfully	mournful|||adjective|||—mournfully
movingly	moving|||adjective|||—movingly
Mozambiquean	Mozambique|||noun|||—Mozambiquean
muckraker	muckraking|||noun|||—muckraking,—muckraker
mucous	mucus|||noun|||—mucous
mudslinger	mudslinging|||noun|||—mudslinger
mullioned	mullion|||noun|||—mullioned
multiculturalist	multiculturalism|||noun|||—multiculturalist
multifocal	multifocals|||noun|||—multifocal
multilingualism	multilingual|||adjective|||—multilingualism
multiplexing	multiplexer|||noun|||—multiplexing
multitasker	multitask|||verb|||—multitasker
mummification	mummify|||verb|||—mummification
mumming	mummer|||noun|||—mumming
mung	munging|||noun|||—mung,—mung@@@munging|||noun|||—mung,—mung
municipally	municipal|||adjective|||—municipally
munificence	munificent|||adjective|||—munificence
munition	munitions|||noun|||—munition
murderously	murderous|||adjective|||—murderously
murkiness	murky|||adjective|||—murkiness
murmuring	murmur|||verb|||—murmuring
muscularity	muscular|||adjective|||—muscularity
musicologist	musicology|||noun|||—musicologist
musing	muse|||verb|||—musing,—musingly
musingly	muse|||verb|||—musing,—musingly
musky	musk|||noun|||—musky
mutability	mutable|||adjective|||—mutability
mutely	mute|||adjective|||—mutely
mutilation	mutilate|||verb|||—mutilation
mutinously	mutinous|||adjective|||—mutinously
muttering	mutter|||verb|||—mutter,—muttering
Myanmarese	Myanmar|||noun|||—Myanmarese
Mycenaean	Mycenae|||adjective|||—Mycenaean
myopically	myopic|||adjective|||—myopically
mysteriously	mysterious|||adjective|||—mysteriously
mystically	mystical|||adjective|||—mystically
mystifying	mystify|||verb|||—mystifying
mythological	mythology|||noun|||—mythological
naively	naive|||adjective|||—naively,—naivety
naivety	naive|||adjective|||—naively,—naivety
nakedly	naked|||adjective|||—nakedly,—nakedness
nakedness	naked|||adjective|||—nakedly,—nakedness
name-brand	name brand|||noun|||—name-brand
namechecking	name-check|||verb|||—namechecking
name-drop	name-dropping|||noun|||—name-drop,—name-dropper
name-dropper	name-dropping|||noun|||—name-drop,—name-dropper
Namibian	Namibia|||noun|||—Namibian
nanopublisher	nanopublishing|||noun|||—nanopublisher
narcissist	narcissism|||noun|||—narcissist,—narcissistic
narcissistic	narcissism|||noun|||—narcissist,—narcissistic
narrow-mindedness	narrow-minded|||adjective|||—narrow-mindedness
narrowness	narrow|||adjective|||—narrowness
nasally	nasal|||adjective|||—nasally
nastily	nasty|||adjective|||—nastily,—nastiness
nastiness	nasty|||adjective|||—nastily,—nastiness
nationalization	nationalize|||verb|||—nationalization
National Socialism	National Socialist|||noun|||—National Socialism
nattily	natty|||adjective|||—nattily
naturalistically	naturalistic|||adjective|||—naturalistically
naturalization	naturalize|||verb|||—naturalization
naturalness	natural|||adjective|||—naturalness
naturism	naturist|||noun|||—naturism
naturopathic	naturopath|||noun|||—naturopathy,—naturopathic
naturopathy	naturopath|||noun|||—naturopathy,—naturopathic
naughtily	naughty|||adjective|||—naughtily,—naughtiness
naughtiness	naughty|||adjective|||—naughtily,—naughtiness
Nauruan	Nauru|||noun|||—Nauruan
nauseatingly	nauseating|||adjective|||—nauseatingly
navigability	navigable|||adjective|||—navigability
navigational	navigation|||noun|||—navigational
Nazism	Nazi|||noun|||—Nazi,—Nazism
Near Eastern	Near East|||noun|||—Near Eastern
nearness	near|||adjective|||—nearness
nearsightedness	nearsighted|||adjective|||—nearsightedness
neatly	neat|||adjective|||—neatly,—neatness
neatness	neat|||adjective|||—neatly,—neatness
Nebraskan	Nebraska|||noun|||—Nebraskan
nebular	nebula|||noun|||—nebular
necking	neck|||verb|||—necking
necromancer	necromancy|||noun|||—necromancer
needlessly	needless|||adjective|||—needlessly
negatively	negative|||adjective|||—negatively
neglectfully	neglectful|||adjective|||—neglectfully
negligently	negligent|||adjective|||—negligently
neighbourliness	neighbourly|||adjective|||—neighbourliness
neocolonialist	neocolonialism|||noun|||—neocolonialist
Nepalese	Nepal|||noun|||—Nepalese
nepotistic	nepotism|||noun|||—nepotistic
nerdy	nerd|||noun|||—nerdy
nervously	nervous|||adjective|||—nervously,—nervousness
nervousness	nervous|||adjective|||—nervously,—nervousness
neural computing	neural computer|||noun|||—neural computing
neuralgic	neuralgia|||noun|||—neuralgic
neurological	neurology|||noun|||—neurologist,—neurological
neurologist	neurology|||noun|||—neurologist,—neurological
