aback	aback	 adverb	surprised
less	less	 adverb	a smaller amount or number
less	less	 adverb	less than a number or amount
less	less	 adverb	less interesting, expensive, difficult, exciting etc
less	less	 adverb	when something happens less than before
less	less	 adverb	when prices, numbers etc become less
less	less	 adverb	when feelings, qualities etc become less strong
less	less	 adverb	approximately correct
less	less	 adverb	when something is almost true
less	less	 determiner	a smaller amount or number
less	less	 determiner	less than a number or amount
less	less	 determiner	less interesting, expensive, difficult, exciting etc
less	less	 determiner	when something happens less than before
less	less	 determiner	when prices, numbers etc become less
less	less	 determiner	when feelings, qualities etc become less strong
less	less	 preposition	a smaller amount or number
less	less	 preposition	less than a number or amount
less	less	 preposition	less interesting, expensive, difficult, exciting etc
less	less	 preposition	when something happens less than before
less	less	 preposition	when prices, numbers etc become less
less	less	 preposition	when feelings, qualities etc become less strong
lessen	lessen	 verb	when feelings, qualities etc become less strong
lessen	lessen	 verb	to reduce pain, worry, or unpleasant feelings
lesson	lesson	 noun	the period of time during which a class is taught
lesson	lesson	 noun	to punish someone
lesson	lesson	 noun	to study something at school, university etc
let	let	 verb	to let someone do something
let	let	 verb	what you say to ask permission
let	let	 verb	what you say to give permission
let	let	 verb	to be allowed to do something
let	let	 verb	to let something happen, without trying to stop it
let	let	 verb	to let someone do whatever they want
let	let	 verb	to let someone do something that is not usually allowed
let	let	 verb	official permission to do something
let	let	 verb	an official document that gives permission
let	let	 verb	to let the air out of something
let	let	 verb	to make someone able to do something
let	let	 verb	to make someone feel disappointed
let	let	 verb	when you do not care about something because it is not important to you
let	let	 verb	to let someone enter a place
let	let	 verb	what you say when you are going to explain something
let	let	 verb	to make something explode
let	let	 verb	to tell someone that they must not do something
let	let	 verb	to let someone leave prison
let	let	 verb	to give something to someone without expecting to be paid for it
let	let	 verb	to give someone something that you would prefer to keep
let	let	 verb	to stop holding something
let	let	 verb	to ignore something bad, even though you know it is wrong
let	let	 verb	to not interfere
let	let	 verb	to lend houses, land, machines etc for money
let	let	 verb	to lend something to someone
let	let	 verb	when you offer to help
let	let	 verb	too proud
let	let	 verb	to not punish someone
let	let	 verb	to relax
let	let	 verb	to scream
let	let	 verb	to let someone see something
let	let	 verb	to make a sound
let	let	 verb	to become less strict
let	let	 verb	to tell someone something that was a secret
let	let	 verb	to give someone information by speaking or writing to them
let	let	 verb	to accidentally tell someone a secret
letdown	letdown	 noun	making you feel disappointed
lethal	lethal	 adjective	able to kill you
lethargic	lethargic	 adjective	tired and having no interest in anything
lethargically	lethargic	 adjective	tired and having no interest in anything
lethargy	lethargy	 noun	the feeling of being tired
let's	let's		what you say when you think someone should admit something
let's	let's		what you say when you hope something will happen
let's	let's		to make something start happening
let's	let's		what you say to suggest something
letter	letter	 noun	letters etc
letter	letter	 noun	ways of ending a letter
letter	letter	 noun	something that you say or do to thank someone
level	level	 noun	a point on a scale that measures quantity or quality
level	level	 noun	a level of ability or skill
level	level	 noun	an amount of something such as money, time, or a substance
level	level	 noun	the amount of something bad such as crime, poverty etc
level	level	 noun	how high something is
level	level	 noun	your position or rank in an organization, company etc
level	level	 adjective	a point on a scale that measures quantity or quality
level	level	 adjective	a level of ability or skill
level	level	 adjective	to be in an equal position in a game, competition etc
level	level	 adjective	not sloping or vertical
level	level	 verb	a point on a scale that measures quantity or quality
level	level	 verb	a level of ability or skill
level	level	 verb	to make something flat
level	level	 verb	when a road, piece of land etc becomes flat
level	level	 verb	to speak honestly
level-headed	level-headed	 adjective	calm in a difficult situation
lewd	lewd	 adjective	books, jokes, remarks etc that are about sex and are offensive
lewdly	lewd	 adjective	books, jokes, remarks etc that are about sex and are offensive
lewdness	lewd	 adjective	books, jokes, remarks etc that are about sex and are offensive
liability	liability	 noun	a bad feature of something
liability	liability	 noun	money that someone owes
liar	liar	 noun	someone who lies
liberal	liberal	 adjective	a country or system of government in which people have freedom
liberal	liberal	 adjective	people/attitudes that are not strict
liberate	liberate	 verb	to make a country free
liberation	liberate	 verb	to make a country free
liberator	liberate	 verb	to make a country free
liberty	liberty	 noun	the right to do what you want
liberty	liberty	 noun	not in prison
liberty	liberty	 noun	allowed to do what you want
libidinous	libido	 noun	someone's sexual feelings, needs, or behaviour
libido	libido	 noun	someone's sexual feelings, needs, or behaviour
licence	licence	 noun	an official document that gives permission
licence	licence	 noun	official permission to do something
licence	licence	 noun	different types of shop
lick	lick	 verb	to eat
lid	lid	 noun	something that is used to cover something else
lid	lid	 noun	to close a container
lie	lie	 verb	to lie down after you have been standing or sitting
lie	lie	 verb	to be in a lying position
lie	lie	 verb	to say or write something that is not true
lie	lie	 verb	something untrue that is said or written
lie	lie	 verb	to invent a false story, excuse, name etc
lie	lie	 verb	someone who lies
lie	lie	 verb	to hide yourself
lie	lie	 verb	to be the reason why something happened or why someone does something
lie	lie	 verb	to rest
lie	lie	 verb	to sleep badly or be unable to sleep
lie	lie	 verb	to lie down after you have been standing or sitting
lie	lie	 verb	to be in a lying position
lie	lie	 verb	to say or write something that is not true
lie	lie	 verb	something untrue that is said or written
lie	lie	 verb	to invent a false story, excuse, name etc
lie	lie	 verb	someone who lies
lie	lie	 noun	to lie down after you have been standing or sitting
lie	lie	 noun	to be in a lying position
lie	lie	 noun	to say or write something that is not true
